address,zipCode,city,state,price,bed,bath,sqft,pricePerSf,lotArea,lotAreaType,zillowUrl,latitude,longitude,homeType,zestimate,rentZestimate,imageUrl
"833 Scollard Ct #107, Mississauga, ON L5V 2B4",L5V2B4,Mississauga,ON,949000,3,4,,,,,https://zillow.com/homedetails/833-Scollard-Ct-107-Mississauga-ON-L5V-2B4/2069127170_zpid/,43.592514,-79.67292,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/f9473f927622c11834603a273837753e-p_e.jpg
"5735 Keldrew Ave, Mississauga, ON L5M 7B9",L5M7B9,Mississauga,ON,1099900,3,4,,,2435.8915,sqft,https://zillow.com/homedetails/5735-Keldrew-Ave-Mississauga-ON-L5M-7B9/2080981776_zpid/,43.549942,-79.75101,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/a7c1fcfa62f666501edbc4135a71aeea-p_e.jpg
"7430 Copenhagen Rd #66, Mississauga, ON L5N 2C4",L5N2C4,Mississauga,ON,599000,3,2,,,,,https://zillow.com/homedetails/7430-Copenhagen-Rd-66-Mississauga-ON-L5N-2C4/449844261_zpid/,43.591915,-79.76848,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/8c95abefa8ab8be339ad8b6a8acbb3ff-p_e.jpg
"1722 Princelea Pl, Mississauga, ON L5M 3R4",L5M3R4,Mississauga,ON,1195000,4,3,,,4972.13,sqft,https://zillow.com/homedetails/1722-Princelea-Pl-Mississauga-ON-L5M-3R4/2085244176_zpid/,43.577045,-79.68934,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/27188a7227b7b3d658c604709d019bee-p_e.jpg
"3278 Marlene Ct, Mississauga, ON L4X 2N5",L4X2N5,Mississauga,ON,1048800,5,3,,,2768.4735,sqft,https://zillow.com/homedetails/3278-Marlene-Ct-Mississauga-ON-L4X-2N5/449847248_zpid/,43.620087,-79.5861,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/7ab985fdd4add6142f98ac45a4ed86d3-p_e.jpg
"1548 Sherway Dr, Mississauga, ON L4X 1C4",L4X1C4,Mississauga,ON,1249000,3,2,,,6070.5,sqft,https://zillow.com/homedetails/1548-Sherway-Dr-Mississauga-ON-L4X-1C4/449845063_zpid/,43.60338,-79.56722,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/f87341619b94cbdbfb61bc7d4d7d1b4b-p_e.jpg
"1010 Walden Cir #2, Mississauga, ON L5J 4J9",L5J4J9,Mississauga,ON,925000,2,3,,,,,https://zillow.com/homedetails/1010-Walden-Cir-2-Mississauga-ON-L5J-4J9/449845056_zpid/,43.513596,-79.62802,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/594783981739bdd15c7b44635e19e655-p_e.jpg
"5725 Tosca Dr #5, Mississauga, ON L5M 0M1",L5M0M1,Mississauga,ON,949000,3,4,,,,,https://zillow.com/homedetails/5725-Tosca-Dr-5-Mississauga-ON-L5M-0M1/449847056_zpid/,43.560135,-79.73899,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/9d59dd1c22b92ff2a72100589cb590ae-p_e.jpg
"126 Angelene St, Mississauga, ON L5G 1X2",L5G1X2,Mississauga,ON,1499000,4,2,,,5750,sqft,https://zillow.com/homedetails/126-Angelene-St-Mississauga-ON-L5G-1X2/449847245_zpid/,43.561928,-79.58403,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/a6981d25faf302cb48b675594e6221f8-p_e.jpg
"816 Village Green Blvd, Mississauga, ON L5E 3H8",L5E3H8,Mississauga,ON,979900,3,2,,,,,https://zillow.com/homedetails/816-Village-Green-Blvd-Mississauga-ON-L5E-3H8/449844260_zpid/,43.575676,-79.56873,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/0286edd89d04e680c3152203ae57ed13-p_e.jpg
"335 Rathburn Rd W UNIT 2303, Mississauga, ON L5B 0C8",L5B0C8,Mississauga,ON,598800,2,1,816,733.82,,,https://zillow.com/homedetails/335-Rathburn-Rd-W-UNIT-2303-Mississauga-ON-L5B-0C8/2087029182_zpid/,43.589485,-79.652336,CONDO,,,https://photos.zillowstatic.com/fp/803a0f1720b2f45e5769749e13d6767f-p_e.jpg
"6730 Falconer Dr N #48, Mississauga, ON L5N 1L5",L5N1L5,Mississauga,ON,599900,4,2,,,,,https://zillow.com/homedetails/6730-Falconer-Dr-N-48-Mississauga-ON-L5N-1L5/449631733_zpid/,43.60656,-79.72576,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/9a20eb78f44b245fd2fe0cd2a09d90e1-p_e.jpg
"1495 Lochlin Trl, Mississauga, ON L5G 3V6",L5G3V6,Mississauga,ON,5699000,5,5,,,0.30305506,acres,https://zillow.com/homedetails/1495-Lochlin-Trl-Mississauga-ON-L5G-3V6/448314948_zpid/,43.57093,-79.5885,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/872cf6bcbd1609014ca6c3a1e1dc4084-p_e.jpg
"7251 Copenhagen Rd #43, Mississauga, ON L5N 2H6",L5N2H6,Mississauga,ON,698999,3,2,1506,464.14,,,https://zillow.com/homedetails/7251-Copenhagen-Rd-43-Mississauga-ON-L5N-2H6/449650755_zpid/,43.59411,-79.77014,CONDO,,,https://photos.zillowstatic.com/fp/305e1e1ed96a8f50380f1a89ed5ee341-p_e.jpg
"923 Toll Ct, Mississauga, ON L4W 3W9",L4W3W9,Mississauga,ON,999000,3,2,,,2932.02,sqft,https://zillow.com/homedetails/923-Toll-Ct-Mississauga-ON-L4W-3W9/449660581_zpid/,43.61918,-79.62186,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/28ccda94d51c33e614f973f2522f7347-p_e.jpg
"5230 Glen Erin Dr #120, Mississauga, ON L5M 5Z7",L5M5Z7,Mississauga,ON,799000,3,3,,,,,https://zillow.com/homedetails/5230-Glen-Erin-Dr-120-Mississauga-ON-L5M-5Z7/449629573_zpid/,43.558125,-79.719795,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/4a2c1058175a94cf912ad284d3ef9400-p_e.jpg
"4050 Dunmow Cres, Mississauga, ON L4Z 1C9",L4Z1C9,Mississauga,ON,1199850,4,2,,,3505.9178,sqft,https://zillow.com/homedetails/4050-Dunmow-Cres-Mississauga-ON-L4Z-1C9/448641777_zpid/,43.604145,-79.62545,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/a294e302c3279f13941786dbf62cf6a6-p_e.jpg
"1548 Troika Ct, Mississauga, ON L5J 4C4",L5J4C4,Mississauga,ON,2599900,4,4,,,10724.8,sqft,https://zillow.com/homedetails/1548-Troika-Ct-Mississauga-ON-L5J-4C4/449629764_zpid/,43.524467,-79.62221,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/74f968a9d2052959ebd2c93525f54374-p_e.jpg
"566 Leatherleaf Dr, Mississauga, ON L4Z 3Y6",L4Z3Y6,Mississauga,ON,999900,4,4,,,2173.7016,sqft,https://zillow.com/homedetails/566-Leatherleaf-Dr-Mississauga-ON-L4Z-3Y6/449677581_zpid/,43.61854,-79.642296,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/2351e4ac605f57061922a97cae32fe66-p_e.jpg
"3662 Jorie Cres, Mississauga, ON L5M 7G8",L5M7G8,Mississauga,ON,1384000,3,4,,,3509.4969,sqft,https://zillow.com/homedetails/3662-Jorie-Cres-Mississauga-ON-L5M-7G8/447548986_zpid/,43.554543,-79.749275,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/674ba5b967327f74a8ef3dcc9b9b93be-p_e.jpg
"1488 Kalligan Ct, Mississauga, ON L4X 1A8",L4X1A8,Mississauga,ON,2199900,5,4,,,8382.26,sqft,https://zillow.com/homedetails/1488-Kalligan-Ct-Mississauga-ON-L4X-1A8/2068941473_zpid/,43.601025,-79.56725,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/b2ebcf2425ca37cd0450ed85fca9eba9-p_e.jpg
"2317 Yorktown Cir, Mississauga, ON L5M 5Y1",L5M5Y1,Mississauga,ON,1469000,4,4,,,3527.2836,sqft,https://zillow.com/homedetails/2317-Yorktown-Cir-Mississauga-ON-L5M-5Y1/449631306_zpid/,43.573154,-79.716774,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/2f372d68d3266a0069cd45a9815340ee-p_e.jpg
"2093 Primate Rd, Mississauga, ON L4Y 1V4",L4Y1V4,Mississauga,ON,1988000,4,4,,,3221.2534,sqft,https://zillow.com/homedetails/2093-Primate-Rd-Mississauga-ON-L4Y-1V4/2057121369_zpid/,43.598595,-79.57198,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/95d69e819278090917287bd593ea43ce-p_e.jpg
"510 Richey Cres, Mississauga, ON L5G 1N4",L5G1N4,Mississauga,ON,3099800,3,3,,,4750,sqft,https://zillow.com/homedetails/510-Richey-Cres-Mississauga-ON-L5G-1N4/348646815_zpid/,43.563984,-79.56611,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/05585919d588593936f929054b70ba4a-p_e.jpg
"1152 Kos Blvd, Mississauga, ON L5J 4L6",L5J4L6,Mississauga,ON,949999,4,4,,,2870,sqft,https://zillow.com/homedetails/1152-Kos-Blvd-Mississauga-ON-L5J-4L6/449631174_zpid/,43.526226,-79.61913,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/416617917fff7955fa24f154c1f38506-p_e.jpg
"2536 Barcella Cres, Mississauga, ON L5K 1E2",L5K1E2,Mississauga,ON,1029900,3,4,,,3122.25,sqft,https://zillow.com/homedetails/2536-Barcella-Cres-Mississauga-ON-L5K-1E2/449636006_zpid/,43.520004,-79.668945,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/0e7bd36696be9bc468bcd218b28676ea-p_e.jpg
"811 Constellation Dr, Mississauga, ON L5R 2V6",L5R2V6,Mississauga,ON,1059900,4,4,,,2661.5824,sqft,https://zillow.com/homedetails/811-Constellation-Dr-Mississauga-ON-L5R-2V6/2063141033_zpid/,43.594795,-79.67222,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/57a706f1f2a73741870fba3d538643d6-p_e.jpg
"5620 Cortina Cres, Mississauga, ON L4Z 3R3",L4Z3R3,Mississauga,ON,1050000,4,4,,,2334.3066,sqft,https://zillow.com/homedetails/5620-Cortina-Cres-Mississauga-ON-L4Z-3R3/2057444215_zpid/,43.619995,-79.66546,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/cbde9bc83d6438848524272c640e80b2-p_e.jpg
"852 Consort Cres, Mississauga, ON L5C 1J9",L5C1J9,Mississauga,ON,1079900,5,2,,,3779.45,sqft,https://zillow.com/homedetails/852-Consort-Cres-Mississauga-ON-L5C-1J9/449636094_zpid/,43.565228,-79.64142,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/eb8a7b23a9ce14d45843055327d23c23-p_e.jpg
"1238 Cornerbrook Pl, Mississauga, ON L5C 3J4",L5C3J4,Mississauga,ON,1089000,4,4,,,2458.524,sqft,https://zillow.com/homedetails/1238-Cornerbrook-Pl-Mississauga-ON-L5C-3J4/449628794_zpid/,43.552895,-79.645874,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/7ae6f051452cbdbcfe621edff34e6bd6-p_e.jpg
"4695 Apple Blossom Cir, Mississauga, ON L5V 3C7",L5V3C7,Mississauga,ON,1579000,5,4,,,5933.7,sqft,https://zillow.com/homedetails/4695-Apple-Blossom-Cir-Mississauga-ON-L5V-3C7/2061833433_zpid/,43.586304,-79.66803,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/82805890027b62085aab7db7a60d3be7-p_e.jpg
"1310 Martley Dr, Mississauga, ON L5H 1N9",L5H1N9,Mississauga,ON,2998000,6,5,,,9848.8,sqft,https://zillow.com/homedetails/1310-Martley-Dr-Mississauga-ON-L5H-1N9/2054683761_zpid/,43.53267,-79.620544,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/609ca7855e8314e45e92ca8df739ecb3-p_e.jpg
"2355 5th Line W #6, Mississauga, ON L5K 2M8",L5K2M8,Mississauga,ON,799900,3,2,,,,,https://zillow.com/homedetails/2355-5th-Line-W-6-Mississauga-ON-L5K-2M8/449640016_zpid/,43.530323,-79.65858,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/6c0ab00906927319e8ee062e6630a0ed-p_e.jpg
"6860 Meadowvale Town Centre Cir #23, Mississauga, ON L5N 7T4",L5N7T4,Mississauga,ON,819900,4,2,,,,,https://zillow.com/homedetails/6860-Meadowvale-Town-Centre-Cir-23-Mississauga-ON-L5N-7T4/449629802_zpid/,43.5844,-79.757675,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/8a9e0f737e463a3798a7cefb79cc07fe-p_e.jpg
"57 Joymar Dr, Mississauga, ON L5M 1G1",L5M1G1,Mississauga,ON,4950000,7,8,5444,909.26,0.539273967,acres,https://zillow.com/homedetails/57-Joymar-Dr-Mississauga-ON-L5M-1G1/442986367_zpid/,43.580715,-79.719635,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/3896a9904f9db33f9c5025b1e0d44f7e-p_e.jpg
"3150 Erin Centre Blvd #150, Mississauga, ON L5M 7Z2",L5M7Z2,Mississauga,ON,899900,3,3,,,,,https://zillow.com/homedetails/3150-Erin-Centre-Blvd-150-Mississauga-ON-L5M-7Z2/449633055_zpid/,43.54763,-79.72619,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/4977f3c36f48f1a05e95e5a120f21d58-p_e.jpg
"1425 Chalice Cres, Mississauga, ON L5C 1S2",L5C1S2,Mississauga,ON,1195000,4,2,,,6013.9077,sqft,https://zillow.com/homedetails/1425-Chalice-Cres-Mississauga-ON-L5C-1S2/449617843_zpid/,43.563103,-79.66612,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/ef614c69cb60a7bd4df4f449e928bdbc-p_e.jpg
"685 Montbeck Cres, Mississauga, ON L5G 1P4",L5G1P4,Mississauga,ON,2599900,5,5,,,4360,sqft,https://zillow.com/homedetails/685-Montbeck-Cres-Mississauga-ON-L5G-1P4/2075399027_zpid/,43.56868,-79.563416,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/30f849b2fde990555c2ac7c332f28241-p_e.jpg
"1800 The Collegeway SUITE 1011, Mississauga, ON L5L 5S4",L5L5S4,Mississauga,ON,1149000,2,3,,,,,https://zillow.com/homedetails/1800-The-Collegeway-SUITE-1011-Mississauga-ON-L5L-5S4/449632558_zpid/,43.544262,-79.66805,APARTMENT,,,https://photos.zillowstatic.com/fp/a931b1f94cd236f2a5d5585745f7208a-p_e.jpg
"1857 Friar Tuck Ct, Mississauga, ON L5K 2L4",L5K2L4,Mississauga,ON,2449000,3,4,2212,1107.14,6794.1401,sqft,https://zillow.com/homedetails/1857-Friar-Tuck-Ct-Mississauga-ON-L5K-2L4/2081057901_zpid/,43.533497,-79.6514,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/29fa6cc1450e95eeb94d1b6a0481f77c-p_e.jpg
"5745 River Grove Ave, Mississauga, ON L5M 4R3",L5M4R3,Mississauga,ON,1575000,6,3,,,4399.6973,sqft,https://zillow.com/homedetails/5745-River-Grove-Ave-Mississauga-ON-L5M-4R3/2063070291_zpid/,43.58956,-79.708046,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/ac474f1e2011b7baa8d48577677e56a2-p_e.jpg
"6797 Formentera Ave #98, Mississauga, ON L5N 2L6",L5N2L6,Mississauga,ON,679000,4,3,,,,,https://zillow.com/homedetails/6797-Formentera-Ave-98-Mississauga-ON-L5N-2L6/2061146388_zpid/,43.586555,-79.76223,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/bdde457af392c2e29ffe3d47405b55de-p_e.jpg
"2130 Millway Gate, Mississauga, ON L5L 1R3",L5L1R3,Mississauga,ON,699000,4,3,,,2500,sqft,https://zillow.com/homedetails/2130-Millway-Gate-Mississauga-ON-L5L-1R3/2060894281_zpid/,43.540348,-79.67549,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/7301fab3459c0b86b701bacdb1a81c63-p_e.jpg
"3019 Elmcreek Rd #4, Mississauga, ON L5B 0B6",L5B0B6,Mississauga,ON,769900,3,2,,,,,https://zillow.com/homedetails/3019-Elmcreek-Rd-4-Mississauga-ON-L5B-0B6/449585209_zpid/,43.56859,-79.6309,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/a55c9b5d0eab8cd8acd5ac8ebfa4f1d9-p_e.jpg
"1409 Quest Cir, Mississauga, ON L5N 8B4",L5N8B4,Mississauga,ON,799000,4,2,,,3168.5108,sqft,https://zillow.com/homedetails/1409-Quest-Cir-Mississauga-ON-L5N-8B4/346278123_zpid/,43.626095,-79.74177,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/a2eab7e5516807fe837137f2fff3cd61-p_e.jpg
"758 Galloway Cres, Mississauga, ON L5C 3Y2",L5C3Y2,Mississauga,ON,799900,4,2,,,3183.1927,sqft,https://zillow.com/homedetails/758-Galloway-Cres-Mississauga-ON-L5C-3Y2/449398918_zpid/,43.57855,-79.65509,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/ad627dff2f94556eea3494f367497bb4-p_e.jpg
"2323 Confederation Pkwy #206, Mississauga, ON L5B 1R6",L5B1R6,Mississauga,ON,449997,3,2,1200,375,,,https://zillow.com/homedetails/2323-Confederation-Pkwy-206-Mississauga-ON-L5B-1R6/446963492_zpid/,43.573067,-79.61186,CONDO,,,https://photos.zillowstatic.com/fp/9ace4fe180415701b8f1adda7ee4b3d4-p_e.jpg
"6650 Falconer Dr, Mississauga, ON L5N 1B5",L5N1B5,Mississauga,ON,3400,3,2,,,,,https://zillow.com/homedetails/6650-Falconer-Dr-Mississauga-ON-L5N-1B5/2068664857_zpid/,43.60735,-79.7289,CONDO,,,https://photos.zillowstatic.com/fp/29098ab6eeafb3cc18c1932df6c060f5-p_e.jpg
"7308 Redfox Rd, Mississauga, ON L4T 2L8",L4T2L8,Mississauga,ON,799900,5,3,,,3595.2525,sqft,https://zillow.com/homedetails/7308-Redfox-Rd-Mississauga-ON-L4T-2L8/449351660_zpid/,43.713684,-79.64618,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/4c08d6c3c034be9eb02eaf80bb2e8f85-p_e.jpg
"2020 South Millway #3, Mississauga, ON L5L 1K2",L5L1K2,Mississauga,ON,778800,4,3,,,,,https://zillow.com/homedetails/2020-South-Millway-3-Mississauga-ON-L5L-1K2/448136789_zpid/,43.538776,-79.673836,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/73f1f33adb537010266dcd84d7643afd-p_e.jpg
"1050 Stainton Dr #322, Mississauga, ON L5C 2T7",L5C2T7,Mississauga,ON,489900,3,2,1100,445.36,,,https://zillow.com/homedetails/1050-Stainton-Dr-322-Mississauga-ON-L5C-2T7/2057643794_zpid/,43.559155,-79.643585,CONDO,,,https://photos.zillowstatic.com/fp/3de52b0c4e95c539f1e6e1522d6cb28c-p_e.jpg
"120 Falconer Dr #5, Mississauga, ON L5N 1P5",L5N1P5,Mississauga,ON,599000,3,3,,,,,https://zillow.com/homedetails/120-Falconer-Dr-5-Mississauga-ON-L5N-1P5/2056379104_zpid/,43.6022,-79.73094,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/991dc6a8a1f7f35b90d9f6ccc3ad64bc-p_e.jpg
"7190 Atwood Ln #58, Mississauga, ON L5N 7Y6",L5N7Y6,Mississauga,ON,675000,4,3,,,,,https://zillow.com/homedetails/7190-Atwood-Ln-58-Mississauga-ON-L5N-7Y6/359973905_zpid/,43.62099,-79.74121,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/39c9340b2d7121d1c01c94d00ae396eb-p_e.jpg
"2469 Yeovil Rd, Mississauga, ON L5J 2G1",L5J2G1,Mississauga,ON,799999,4,2,,,3750,sqft,https://zillow.com/homedetails/2469-Yeovil-Rd-Mississauga-ON-L5J-2G1/449402628_zpid/,43.513058,-79.65212,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/79f3b022f2f5f6e64795a103e4cfb58b-p_e.jpg
"1257 Tecumseh Park Dr, Mississauga, ON L5H 2W5",L5H2W5,Mississauga,ON,7150000,5,5,5923,1207.16,1.7975,acres,https://zillow.com/homedetails/1257-Tecumseh-Park-Dr-Mississauga-ON-L5H-2W5/2070058915_zpid/,43.539906,-79.61034,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/b57139f8036328da6b3c79293d3131b0-p_e.jpg
"621 Sir Richards Rd, Mississauga, ON L5C 1A3",L5C1A3,Mississauga,ON,3988000,5,4,2853,1397.83,0.338478719,acres,https://zillow.com/homedetails/621-Sir-Richards-Rd-Mississauga-ON-L5C-1A3/353478908_zpid/,43.535233,-79.60066,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/381fd24837dfa0436c8b827f7e6c088c-p_e.jpg
"5910 Greensboro Dr #142, Mississauga, ON L5M 5Z6",L5M5Z6,Mississauga,ON,799990,3,3,,,,,https://zillow.com/homedetails/5910-Greensboro-Dr-142-Mississauga-ON-L5M-5Z6/449315541_zpid/,43.56786,-79.74157,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/c1c91f1577814ffeee343367317aaa8b-p_e.jpg
"914 Atwater Ave, Mississauga, ON L5E 1M1",L5E1M1,Mississauga,ON,799000,3,1,,,3564.59,sqft,https://zillow.com/homedetails/914-Atwater-Ave-Mississauga-ON-L5E-1M1/449038656_zpid/,43.57926,-79.567924,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/e4544093846d25f789fadcc08d23419e-p_e.jpg
"836 10th St E, Mississauga, ON L5E 1S6",L5E1S6,Mississauga,ON,1299999,3,2,,,7400,sqft,https://zillow.com/homedetails/836-10th-St-E-Mississauga-ON-L5E-1S6/449638201_zpid/,43.582157,-79.57631,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/100f24c30576edfaf222a9b72dac4b8a-p_e.jpg
"2215 Doulton Dr, Mississauga, ON L5H 3M2",L5H3M2,Mississauga,ON,12000000,7,8,,,2.9084,acres,https://zillow.com/homedetails/2215-Doulton-Dr-Mississauga-ON-L5H-3M2/449389877_zpid/,43.54077,-79.6397,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/ee9fd5d4726d00cd8ad5c0167b3cc245-p_e.jpg
"1500 Watersedge Rd, Mississauga, ON L5J 1A4",L5J1A4,Mississauga,ON,12888000,6,7,,,0.368579614,acres,https://zillow.com/homedetails/1500-Watersedge-Rd-Mississauga-ON-L5J-1A4/442232699_zpid/,43.51176,-79.602,SINGLE_FAMILY,,,https://photos.zillowstatic.com/fp/5de1c8247ec6d49b1e6772fb97c06b09-p_e.jpg
"2035 Asta Dr #78, Mississauga, ON L5A 3Y2",L5A3Y2,Mississauga,ON,729999,4,2,,,,,https://zillow.com/homedetails/2035-Asta-Dr-78-Mississauga-ON-L5A-3Y2/2076996683_zpid/,43.582813,-79.58574,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/4d9a9bd07d6fea14f319d2abd63b4d4b-p_e.jpg
"1055 Dundas St E #202, Mississauga, ON L4Y 3X6",L4Y3X6,Mississauga,ON,538000,4,2,,,,,https://zillow.com/homedetails/1055-Dundas-St-E-202-Mississauga-ON-L4Y-3X6/443120340_zpid/,43.60265,-79.59254,TOWNHOUSE,,,https://photos.zillowstatic.com/fp/48a6ffd884e85cb8d777aef32106620d-p_e.jpg
